0.000000000000000000e+00,0.000000000000000000e+00,-3.451265162937209863e-01,-9.556347421969675626e-02,-6.303550444144702114e-01,-3.186640460723315638e-01,-6.310060352537015804e-01,-5.718545347922848743e-01,-3.831053081925519521e-01,-6.434591552909770806e-01,-4.699757663356752269e-01,-6.056999788746361135e-01,-5.758857597016657781e-01,-8.175301778973270705e-01,-5.045323820473274212e-01,-5.610451495466592942e-01,-4.558094406060677617e-01,-5.188761079038481938e-01,-2.862866443956383344e-01,-6.398938021049496161e-01,-3.981973661208229598e-01,-8.417693743679858231e-01,-3.403485304342375173e-01,-5.347236704157392051e-01,-2.810015277921408261e-01,-5.243454555979445431e-01,-1.094357269626419771e-01,-6.485313507563965629e-01,-1.970376446972122164e-01,-8.221182288115342907e-01,-1.704798142227726965e-01,-5.273718457491833878e-01,-1.085534396930184220e-01,-5.077281800979674964e-01,8.692018755875395575e-02,-6.386974271250651647e-01,-1.079838739409186114e-02,-7.776843128491476298e-01,-1.840890065541880144e-02,-5.877424682995573413e-01,4.006305553856100848e-02,-5.517296960590599708e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,-2.543410857664955560e-01,-1.903068074199188442e-01,-4.458615301574871403e-01,-4.836472695036779235e-01,-4.852308842164986258e-01,-7.121279122050623300e-01,-2.963423013070108358e-01,-7.222188295150521187e-01,-2.804520110946459588e-01,-7.100330401402684677e-01,-4.385747734145256649e-01,-8.811399908298431782e-01,-4.409683489266872924e-01,-7.108648555699337290e-01,-3.477153463210394535e-01,-6.246233823627763693e-01,-1.165623053238399737e-01,-7.240260664452554673e-01,-2.471173549574369743e-01,-9.689855586533993037e-01,-2.743662720362151086e-01,-6.962650460288141163e-01,-1.736839640988454003e-01,-6.351510397852142553e-01,4.883847188687153590e-02,-6.811813326730302709e-01,-1.236866328143267912e-01,-8.371765467308408537e-01,-1.457748961866588422e-01,-5.616463041334350814e-01,-4.385773113715955851e-02,-5.449338568280320816e-01,2.190014435440521823e-01,-6.064448418566513732e-01,2.462072153526417492e-02,-7.308254649319854135e-01,-8.070139491875868640e-03,-5.551317913278033256e-01,7.898178800627496388e-02,-5.060923273407558209e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,-2.149061923449837042e-01,-3.426703969643273284e-01,-2.651674991613647281e-01,-5.788222876077298018e-01,-3.013869787025387215e-01,-7.636210747568359380e-01,-2.946061332709495884e-01,-9.110760764506216081e-01,9.395020579896229407e-02,-8.195881918457791349e-01,-2.279170510350154444e-01,-9.736805522590570305e-01,-3.212132872502517777e-01,-8.066858437145187910e-01,-2.819286125291336487e-01,-6.860466025647491417e-01,1.839638877828632113e-01,-7.875186075516449336e-01,-2.405382044108921591e-01,-9.052974076403106363e-01,-2.996921728652597317e-01,-7.070012722327913002e-01,-2.053003551130041793e-01,-6.138250025337924631e-01,2.186369820330440750e-01,-7.127825769271209921e-01,-2.151446384685249402e-01,-8.075777863143980273e-01,-2.617832944283835506e-01,-6.212064915878053872e-01,-1.613239420120712586e-01,-5.361351597258084967e-01,1.834056210650483743e-01,-6.177638242990239892e-01,-1.816951350971963419e-01,-6.942030415202711247e-01,-2.136356962479518395e-01,-5.761669385993146708e-01,-1.262957468738275524e-01,-5.005924940965228442e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,-2.858659961864568611e-01,-3.606898176381686388e-02,-6.006514092270532901e-01,-2.835950620354480423e-01,-5.897330096746274952e-01,-5.588932023781174596e-01,-3.404120564419612638e-01,-6.189500745496303580e-01,-4.727466637605283739e-01,-5.877341201400546611e-01,-5.578737275068397228e-01,-8.299258425652404902e-01,-4.892799777255923965e-01,-5.735757077123155856e-01,-4.497307569488792622e-01,-5.295271783823692902e-01,-2.764305674361177689e-01,-6.149764126714626356e-01,-3.476268120779512083e-01,-8.399059009897059669e-01,-2.999419237677424244e-01,-5.256919370204858888e-01,-2.766358000024780051e-01,-5.023517654561938661e-01,-9.059849100590511295e-02,-6.150139057834869138e-01,-1.513543563848337992e-01,-7.843497222521407242e-01,-1.278036829519511863e-01,-4.842460376614392548e-01,-1.003946642935593936e-01,-4.624181558372854051e-01,1.122720768519264029e-01,-5.962442459076959800e-01,3.155960749222035122e-02,-7.340827069611212119e-01,3.316471801780248446e-02,-5.345500394008070311e-01,6.328621133205176996e-02,-4.893738793935452080e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,-2.997732424010853824e-01,-1.337457522847240125e-03,-6.103656016611346269e-01,-2.354956197051670808e-01,-5.907784219264280434e-01,-5.317344234105252365e-01,-3.570119947653566661e-01,-6.184197822949816237e-01,-5.466514686811723145e-01,-5.474674463717940087e-01,-6.090564365089630172e-01,-7.931268859060341958e-01,-5.039318465408869629e-01,-5.452362071389671438e-01,-4.779180119399861759e-01,-4.591247332733285891e-01,-3.458357938946838850e-01,-5.960271210817277288e-01,-4.127879744093942427e-01,-8.195045918297908516e-01,-3.217395533062414326e-01,-5.320658942533269542e-01,-3.222235243137076544e-01,-4.953036022747708822e-01,-1.557024895088938710e-01,-6.226510992320470894e-01,-1.931963107383277978e-01,-7.938570219719923715e-01,-1.321722392247246802e-01,-5.165389554920930548e-01,-1.369745119200078132e-01,-4.829154019693983613e-01,4.423526444208456671e-02,-6.371112870171254938e-01,-2.859244127368939549e-03,-7.748563373657608722e-01,2.692719234513579404e-02,-5.912534265386422128e-01,4.776209420478921830e-02,-5.459792033734142125e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,-2.430531477924963435e-01,-4.668087455637281308e-02,-4.702648505801685364e-01,-3.012655861284387337e-01,-4.027379464032449508e-01,-5.784422845558341297e-01,-2.051756823315177836e-01,-6.666443185596248044e-01,-5.568928455768518138e-01,-4.731378528595671096e-01,-6.274319489624007318e-01,-7.786714001562169418e-01,-5.360576573503640363e-01,-5.799118848001347803e-01,-5.010922560401200876e-01,-4.535000473282713718e-01,-3.921396623889514266e-01,-5.432095278974552466e-01,-4.155489260930831374e-01,-8.093820142346718205e-01,-3.241442785776700863e-01,-5.613865048578285943e-01,-3.346658186630814269e-01,-4.796646677598637165e-01,-2.250107026766318408e-01,-5.973914644478750535e-01,-2.321506476902537863e-01,-8.112242627603554190e-01,-1.677711644733592966e-01,-5.676805254601545725e-01,-1.896752484490381863e-01,-4.809898803468710682e-01,-5.898848503459594439e-02,-6.319731461137081396e-01,-7.719913602198302804e-02,-7.964235915855771841e-01,-4.957079598105149781e-02,-6.275806074719006977e-01,-5.555603396883838918e-02,-5.335045090485326380e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,-2.501576821700173814e-01,-8.037631574553008584e-02,-4.266742922479396793e-01,-2.997834097449587620e-01,-3.504851211520685905e-01,-5.628077788244821855e-01,-2.047267145631012086e-01,-6.834579753185456852e-01,-6.319436487887822862e-01,-5.085027413783907990e-01,-6.563214285464096243e-01,-7.544813996585998384e-01,-5.263267309755126355e-01,-5.777800675661484142e-01,-4.820822704053719376e-01,-4.503452289375663442e-01,-4.673022179083042849e-01,-6.016481264347236513e-01,-4.770189597904103684e-01,-8.383693206617273130e-01,-3.563338204417195731e-01,-6.223185602958626328e-01,-3.601732887422518514e-01,-5.087306954878928478e-01,-2.922737623450972211e-01,-6.662852976183292197e-01,-2.960517689611162906e-01,-8.599101247591468544e-01,-2.128129696084615219e-01,-6.553431970973403464e-01,-2.276804971784437692e-01,-5.405330736915926471e-01,-1.192901208515164402e-01,-6.892109102949365296e-01,-1.262862397031428163e-01,-8.303843560898575005e-01,-1.021873288605544966e-01,-6.974493032271263937e-01,-1.233266439387993435e-01,-5.964743263112539662e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,-2.519241371522211170e-01,-6.329253358324893330e-02,-4.471126173178918140e-01,-2.643750012063222909e-01,-3.830351224554128797e-01,-5.266011020730794190e-01,-2.435424621004965984e-01,-6.431194538594894317e-01,-6.958878722022896479e-01,-4.741907455334467003e-01,-7.123921102446868492e-01,-7.017816478514680156e-01,-5.426916433520616589e-01,-5.265233684547638848e-01,-5.011444717186001041e-01,-4.196817931075183528e-01,-5.256295024468765620e-01,-5.796048393530692788e-01,-5.159556560214815235e-01,-7.892043274831904709e-01,-3.597963713188767065e-01,-5.790982999846724377e-01,-3.781028149390420756e-01,-4.871063874343882216e-01,-3.456275307575346067e-01,-6.538099444601203070e-01,-3.377482648138331878e-01,-8.250870764730122708e-01,-2.202816829086339523e-01,-6.226592030092295005e-01,-2.449646837238829977e-01,-5.220341990449849368e-01,-1.735655433695247607e-01,-6.848861294160600854e-01,-1.694177735159354270e-01,-8.242353956031299722e-01,-1.151437517121187970e-01,-6.893072024817289423e-01,-1.310898044807624341e-01,-5.880551402694647045e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,-3.414746959436887330e-01,-5.977509186149814607e-02,-6.716111956593689980e-01,-2.886894488009567050e-01,-7.331167183802670406e-01,-5.008583717896467613e-01,-4.816857841068060142e-01,-4.924137585072340673e-01,-5.159922625733218693e-01,-6.351843483679396885e-01,-6.595133480732776610e-01,-7.516928519769066064e-01,-5.601291133633513608e-01,-5.153026114685539394e-01,-5.009035012843413570e-01,-5.022000603930822926e-01,-3.282784354027006857e-01,-6.699505942376341450e-01,-4.802058373163692329e-01,-7.357146535990751746e-01,-4.044769737149703781e-01,-4.578654050805082698e-01,-3.348533347448129360e-01,-4.744501356678830772e-01,-1.517151805502753581e-01,-6.492151458479117343e-01,-2.687102354563198903e-01,-6.410700065628436306e-01,-2.403900939287388905e-01,-3.803115812390738260e-01,-1.827568936640372732e-01,-4.100770623064288189e-01,2.044731655152887823e-02,-6.019872150579118619e-01,-1.164353261845645082e-01,-5.931658507781552014e-01,-1.225180031500236605e-01,-4.160439945875389345e-01,-6.587799339990141334e-02,-4.229135509256696235e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,-3.074259963616223779e-01,-1.648629184589233410e-01,-5.499736414644877947e-01,-4.312985714796373493e-01,-6.824597978248191366e-01,-6.408678247609708167e-01,-5.521895420904574525e-01,-6.066757100486916965e-01,-2.352223525636651658e-01,-8.299802723363629564e-01,-5.007171766785355471e-01,-8.656109455055869262e-01,-4.886113013918244596e-01,-6.423747811048894363e-01,-4.083234165203034061e-01,-5.896323003414627451e-01,-7.054873067223305094e-02,-8.112626013088658494e-01,-3.882714910599581182e-01,-7.408023142811414052e-01,-3.675186249350390622e-01,-5.196615923919957192e-01,-2.678706502350199914e-01,-4.941771564981540243e-01,5.767039615743524417e-02,-7.254102564569976375e-01,-2.657462405024149654e-01,-6.180100439533571244e-01,-2.521063140566556227e-01,-4.234985689680434429e-01,-1.573343780924089941e-01,-4.148285585511277684e-01,1.519345062641297983e-01,-6.023009988205012544e-01,-1.414692991325869065e-01,-5.033950108600083739e-01,-1.396306699433006726e-01,-3.704546308509180652e-01,-5.808394086965809611e-02,-3.473559705283102428e-01,0.000000000000000000e+00
